00:43:18 - 00:43:22thie and Santa Claus you could have,00:43:18,thie and Santa Claus you could have
00:43:19 - 00:43:25played it no the Santa Claus wasn&#39;t a,00:43:19,played it no the Santa Claus wasn&#39;t a
00:43:22 - 00:43:27thief the the Santa Claus you can&#39;t tell,00:43:22,thief the the Santa Claus you can&#39;t tell
00:43:25 - 00:43:30me I read the script Ricky Smiley told,00:43:25,me I read the script Ricky Smiley told
00:43:27 - 00:43:32you he didn&#39;t read the script the the,00:43:27,you he didn&#39;t read the script the the
00:43:30 - 00:43:35Santa Claus was a crackhead he just had,00:43:30,Santa Claus was a crackhead he just had
00:43:32 - 00:43:37that outfit on that&#39;s what I couldn&#39;t,00:43:32,that outfit on that&#39;s what I couldn&#39;t
00:43:35 - 00:43:39have played okay like I couldn&#39;t have,00:43:35,have played okay like I couldn&#39;t have
00:43:37 - 00:43:41played a black guy that got raped in the,00:43:37,played a black guy that got raped in the
00:43:39 - 00:43:43bathroom,00:43:39,bathroom
00:43:41 - 00:43:45right so at any point in time you like,00:43:41,right so at any point in time you like
00:43:43 - 00:43:48man I made a mistake man I should have,00:43:43,man I made a mistake man I should have
00:43:45 - 00:43:51stayed my butt in Ohio man cuz this is,00:43:45,stayed my butt in Ohio man cuz this is
00:43:48 - 00:43:53Man this ain&#39;t what I signed up for I,00:43:48,Man this ain&#39;t what I signed up for I
00:43:51 - 00:43:55didn&#39;t experience anything once I left,00:43:51,didn&#39;t experience anything once I left
00:43:53 - 00:43:58home that I hadn&#39;t signed up,00:43:53,home that I hadn&#39;t signed up
00:43:55 - 00:44:00for if anything it saved my life me,00:43:55,for if anything it saved my life me
00:43:58 - 00:44:02being homeless for that small period of,00:43:58,being homeless for that small period of
00:44:00 - 00:44:05time allowed me to see all of the people,00:44:00,time allowed me to see all of the people
00:44:02 - 00:44:09that were in that situation and to see,00:44:02,that were in that situation and to see
00:44:05 - 00:44:11that these were lawyers and doctors and,00:44:05,that these were lawyers and doctors and
00:44:09 - 00:44:15and teachers and that these people were,00:44:09,and teachers and that these people were
00:44:11 - 00:44:17white and black and Asian and Indian and,00:44:11,white and black and Asian and Indian and
00:44:15 - 00:44:21the only thing that all of these,00:44:15,the only thing that all of these
00:44:17 - 00:44:25homeless people had in in in common was,00:44:17,homeless people had in in in common was
00:44:21 - 00:44:27um they made a bad decision and aligned,00:44:21,um they made a bad decision and aligned
00:44:25 - 00:44:31themselves with drugs and I interviewed,00:44:25,themselves with drugs and I interviewed
00:44:27 - 00:44:34them all what drug what and guess what,00:44:27,them all what drug what and guess what
00:44:31 - 00:44:36Shannon nobody had a great story nobody,00:44:31,Shannon nobody had a great story nobody
00:44:34 - 00:44:39had a great story of what meth had done,00:44:34,had a great story of what meth had done
00:44:36 - 00:44:41for them what crack had done for them,00:44:36,for them what crack had done for them
00:44:39 - 00:44:43what cocaine had done for them what,00:44:39,what cocaine had done for them what
00:44:41 - 00:44:46heroin had done for them with speed had,00:44:41,heroin had done for them with speed had
00:44:43 - 00:44:49done for them nobody had them stories,00:44:43,done for them nobody had them stories
00:44:46 - 00:44:51everybody&#39;s story was I had my life,00:44:46,everybody&#39;s story was I had my life
00:44:49 - 00:44:55together and then I decided to do this,00:44:49,together and then I decided to do this
00:44:51 - 00:44:58dumb thing and I lost my wife I lost my,00:44:51,dumb thing and I lost my wife I lost my
00:44:55 - 00:45:00house house I lost my cars I lost my,00:44:55,house house I lost my cars I lost my
00:44:58 - 00:45:04reputation and now I&#39;m now out here,00:44:58,reputation and now I&#39;m now out here
00:45:00 - 00:45:08sucking penis in the,00:45:00,sucking penis in the
00:45:04 - 00:45:11woods what talk about Scared Straight,00:45:04,woods what talk about Scared Straight
00:45:08 - 00:45:13you ain&#39;t got to worry about,00:45:08,you ain&#39;t got to worry about
00:45:11 - 00:45:16me if it ain&#39;t weed or nicotine you,00:45:11,me if it ain&#39;t weed or nicotine you
00:45:13 - 00:45:17won&#39;t see me touching it I don&#39;t want no,00:45:13,won&#39;t see me touching it I don&#39;t want no
00:45:16 - 00:45:20parts I didn&#39;t seen what these things,00:45:16,parts I didn&#39;t seen what these things
00:45:17 - 00:45:23can do to people anything that take over,00:45:17,can do to people anything that take over
00:45:20 - 00:45:25your free will is the devil itself have,00:45:20,your free will is the devil itself have
00:45:23 - 00:45:29you ever thought about what your life,00:45:23,you ever thought about what your life
00:45:25 - 00:45:29would have been had you stayed in Dayton,00:45:25,would have been had you stayed in Dayton
00:45:31 - 00:45:38Ohio no that that&#39;s like asking somebody,00:45:31,Ohio no that that&#39;s like asking somebody
00:45:35 - 00:45:39that&#39;s in the NBA for 14 years like what,00:45:35,that&#39;s in the NBA for 14 years like what
00:45:38 - 00:45:43would have happened if you didn&#39;t come,00:45:38,would have happened if you didn&#39;t come
00:45:39 - 00:45:45to the NBA oh I shudder to think I I I,00:45:39,to the NBA oh I shudder to think I I I
00:45:43 - 00:45:47thought it was what I was made for I,00:45:43,thought it was what I was made for I
00:45:45 - 00:45:49thought it was what I was built for,00:45:45,thought it was what I was built for
00:45:47 - 00:45:52anybody that knows me will tell you that,00:45:47,anybody that knows me will tell you that
00:45:49 - 00:45:54when they first met Cat Williams when I,00:45:49,when they first met Cat Williams when I
00:45:52 - 00:45:55was Cat in the Hat and they tell these,00:45:52,was Cat in the Hat and they tell these
00:45:54 - 00:45:58stories about how he changed his name,00:45:54,stories about how he changed his name
00:45:55 - 00:46:02look look the truth of the matter is,00:45:55,look look the truth of the matter is
00:45:58 - 00:46:04Disney sued me yeah I was catting a hat,00:45:58,Disney sued me yeah I was catting a hat
00:46:02 - 00:46:06they sent me a cease and deist letter,00:46:02,they sent me a cease and deist letter
00:46:04 - 00:46:10and I&#39;m not even making,00:46:04,and I&#39;m not even making
"00:46:06 - 00:46:13$25,000 a year and the mega company",00:46:06,"$25,000 a year and the mega company"
00:46:10 - 00:46:16Disney has sent me a CN assis telling me,00:46:10,Disney has sent me a CN assis telling me
00:46:13 - 00:46:19I can&#39;t use any variations of that name,00:46:13,I can&#39;t use any variations of that name
00:46:16 - 00:46:21fine I&#39;m Cat Williams that&#39;s all that,00:46:16,fine I&#39;m Cat Williams that&#39;s all that
00:46:19 - 00:46:23happened I have been this same product,00:46:19,happened I have been this same product
00:46:21 - 00:46:26the entire time they will tell you when,00:46:21,the entire time they will tell you when
00:46:23 - 00:46:30they first saw me doing standup I was,00:46:23,they first saw me doing standup I was
00:46:26 - 00:46:31just like this this is what I bring this,00:46:26,just like this this is what I bring this
00:46:30 - 00:46:34my,00:46:30,my
00:46:31 - 00:46:36style when did it when did you know you,00:46:31,style when did it when did you know you
00:46:34 - 00:46:38was going you want were you always funny,00:46:34,was going you want were you always funny
00:46:36 - 00:46:42did you always want to be a comedian how,00:46:36,did you always want to be a comedian how
00:46:38 - 00:46:45did you stumble on a comedians ship no I,00:46:38,did you stumble on a comedians ship no I
00:46:42 - 00:46:48I I loved what they did and so I studied,00:46:42,I I loved what they did and so I studied
00:46:45 - 00:46:50them all of them I studied all of the,00:46:45,them all of them I studied all of the
00:46:48 - 00:46:54white comedians because I wanted to know,00:46:48,white comedians because I wanted to know
00:46:50 - 00:46:58why is Monty Python funny why is Don not,00:46:50,why is Monty Python funny why is Don not
00:46:54 - 00:47:02so talented I wanted to,00:46:54,so talented I wanted to
00:46:58 - 00:47:05know what is George Carlin&#39;s thing like,00:46:58,know what is George Carlin&#39;s thing like
00:47:02 - 00:47:08where so I studied all of the comedy,00:47:02,where so I studied all of the comedy
00:47:05 - 00:47:11Masters regardless of the field because,00:47:05,Masters regardless of the field because
00:47:08 - 00:47:13I loved to laugh I didn&#39;t know that,00:47:08,I loved to laugh I didn&#39;t know that
00:47:11 - 00:47:16these people were making a great living,00:47:11,these people were making a great living
00:47:13 - 00:47:18at doing this I thought this is just,00:47:13,at doing this I thought this is just
00:47:16 - 00:47:22what they did they tell jokes they&#39;re,00:47:16,what they did they tell jokes they&#39;re
00:47:18 - 00:47:24funny people but I loved the craft and,00:47:18,funny people but I loved the craft and
00:47:22 - 00:47:27that&#39;s why when I got into the craft I,00:47:22,that&#39;s why when I got into the craft I
00:47:24 - 00:47:30thought it was my o ation to make sure,00:47:24,thought it was my o ation to make sure
00:47:27 - 00:47:32that I kept writing new material so much,00:47:27,that I kept writing new material so much
00:47:30 - 00:47:34that it forced these comedians to stop,00:47:30,that it forced these comedians to stop
00:47:32 - 00:47:37doing the set they&#39;ve been doing for 10,00:47:32,doing the set they&#39;ve been doing for 10
00:47:34 - 00:47:39years and keep writing some new stuff,00:47:34,years and keep writing some new stuff
00:47:37 - 00:47:41and I knew that if I could get that to,00:47:37,and I knew that if I could get that to
00:47:39 - 00:47:43take on that most of these bums would,00:47:39,take on that most of these bums would
00:47:41 - 00:47:45have to just quit comedy cuz they can&#39;t,00:47:41,have to just quit comedy cuz they can&#39;t
00:47:43 - 00:47:47keep up they&#39;re not going to keep,00:47:43,keep up they&#39;re not going to keep
00:47:45 - 00:47:50writing an hour worth of material I&#39;ve,00:47:45,writing an hour worth of material I&#39;ve
00:47:47 - 00:47:54written an hour worth of material 19,00:47:47,written an hour worth of material 19
00:47:50 - 00:47:56times they not gonna do it why because,00:47:50,times they not gonna do it why because
00:47:54 - 00:47:58they&#39;re not creative writers they want,00:47:54,they&#39;re not creative writers they want
00:47:56 - 00:48:00to get somebody else and have them write,00:47:56,to get somebody else and have them write
00:47:58 - 00:48:02it and put it,00:47:58,it and put it
00:48:00 - 00:48:05together so if I&#39;m listening to you,00:48:00,together so if I&#39;m listening to you
00:48:02 - 00:48:06correct correct me if I&#39;m wrong I think,00:48:02,correct correct me if I&#39;m wrong I think
00:48:05 - 00:48:09the best thing that ever happened was,00:48:05,the best thing that ever happened was
00:48:06 - 00:48:10the internet because now they have to,00:48:06,the internet because now they have to
00:48:09 - 00:48:14because normally like you said you could,00:48:09,because normally like you said you could
00:48:10 - 00:48:16do a set and you do that do that that,00:48:10,do a set and you do that do that that
00:48:14 - 00:48:18set in Kansas City people ain&#39;t hurting,00:48:14,set in Kansas City people ain&#39;t hurting
00:48:16 - 00:48:20in San Francisco people ain&#39;t hurting in,00:48:16,in San Francisco people ain&#39;t hurting in
00:48:18 - 00:48:22Miami they ain&#39;t hurting Detroit Chicago,00:48:18,Miami they ain&#39;t hurting Detroit Chicago
00:48:20 - 00:48:24Atlanta so forth and so on now you do a,00:48:20,Atlanta so forth and so on now you do a
00:48:22 - 00:48:27set it&#39;s on the internet somebody heard,00:48:22,set it&#39;s on the internet somebody heard
00:48:24 - 00:48:30it so you can&#39;t do a set and make it,00:48:24,it so you can&#39;t do a set and make it
00:48:27 - 00:48:33make it last 3 months 4,00:48:27,make it last 3 months 4
00:48:30 - 00:48:33months,00:48:30,months
00:48:34 - 00:48:40well it it doesn&#39;t allow the regular,00:48:34,well it it doesn&#39;t allow the regular
00:48:37 - 00:48:42comic the ability to grow is the real,00:48:37,comic the ability to grow is the real
00:48:40 - 00:48:47problem like the part of Comedy is me,00:48:40,problem like the part of Comedy is me
00:48:42 - 00:48:50taking these jokes in January and by,00:48:42,taking these jokes in January and by
00:48:47 - 00:48:53March I&#39;ve begun to craft this joke it&#39;s,00:48:47,March I&#39;ve begun to craft this joke it&#39;s
00:48:50 - 00:48:56not as simple as it was when I wrote it,00:48:50,not as simple as it was when I wrote it
00:48:53 - 00:48:57it was just da da da da but now it has,00:48:53,it was just da da da da but now it has
00:48:56 - 00:48:59the,00:48:56,the
00:48:57 - 00:49:02complexities of the fact that I&#39;m having,00:48:57,complexities of the fact that I&#39;m having
00:48:59 - 00:49:05to deliver this to a East Coast audience,00:48:59,to deliver this to a East Coast audience
00:49:02 - 00:49:08a Down South audience a Midwest audience,00:49:02,a Down South audience a Midwest audience
00:49:05 - 00:49:11a Utah audience a Colorado audience and,00:49:05,a Utah audience a Colorado audience and
00:49:08 - 00:49:13so it begins to take on a different,00:49:08,so it begins to take on a different
00:49:11 - 00:49:15complexion because you&#39;re having to,00:49:11,complexion because you&#39;re having to
00:49:13 - 00:49:19deliver it to different people okay and,00:49:13,deliver it to different people okay and
00:49:15 - 00:49:21so this is what sharpens your joke you,00:49:15,so this is what sharpens your joke you
00:49:19 - 00:49:24then take those sharpened jokes that,00:49:19,then take those sharpened jokes that
00:49:21 - 00:49:27make us special not you just randomly,00:49:21,make us special not you just randomly
00:49:24 - 00:49:29take some so it&#39;s a process you don&#39;t,00:49:24,take some so it&#39;s a process you don&#39;t
00:49:27 - 00:49:31allow them to process if the first time,00:49:27,allow them to process if the first time
00:49:29 - 00:49:33the guy did the joke now that&#39;s his joke,00:49:29,the guy did the joke now that&#39;s his joke
00:49:31 - 00:49:37and the joke is everywhere that just,00:49:31,and the joke is everywhere that just
00:49:33 - 00:49:39sets it up for people to steal so how,00:49:33,sets it up for people to steal so how
00:49:37 - 00:49:42many times must you tell a joke before,00:49:37,many times must you tell a joke before
00:49:39 - 00:49:42you master,00:49:39,you master
00:49:42 - 00:49:48it how many times have you had to sleep,00:49:42,it how many times have you had to sleep
00:49:45 - 00:49:48with a woman before you done with,00:49:45,with a woman before you done with
00:49:49 - 00:49:59her that&#39;s not fair if it&#39;s great,00:49:49,her that&#39;s not fair if it&#39;s great
00:49:54 - 00:50:02never if if it it if it ceases to have,00:49:54,never if if it it if it ceases to have
00:49:59 - 00:50:06usefulness so it has been,00:49:59,usefulness so it has been
00:50:02 - 00:50:09spoken right I was I I read that you was,00:50:02,spoken right I was I I read that you was
00:50:06 - 00:50:11raised in in in Florida you had some,00:50:06,raised in in in Florida you had some
00:50:09 - 00:50:14some help some ladies of the,00:50:09,some help some ladies of the
00:50:11 - 00:50:15night no no no that&#39;s not true no that,00:50:11,night no no no that&#39;s not true no that
00:50:14 - 00:50:17whole story doesn&#39;t take place in,00:50:14,whole story doesn&#39;t take place in
00:50:15 - 00:50:19Florida that story takes place in,00:50:15,Florida that story takes place in
00:50:17 - 00:50:23Oklahoma City okay so after I&#39;m in,00:50:17,Oklahoma City okay so after I&#39;m in
00:50:19 - 00:50:25Florida I then join um I try to join the,00:50:19,Florida I then join um I try to join the
00:50:23 - 00:50:27Marine Corps and they won&#39;t accept me,00:50:23,Marine Corps and they won&#39;t accept me
00:50:25 - 00:50:29because I&#39;m I&#39;m too I&#39;m too young and,00:50:25,because I&#39;m I&#39;m too I&#39;m too young and
00:50:27 - 00:50:31I&#39;ve lied and told him I&#39;m 16 and my,00:50:27,I&#39;ve lied and told him I&#39;m 16 and my
00:50:29 - 00:50:33family is moving down and I don&#39;t have,00:50:29,family is moving down and I don&#39;t have
00:50:31 - 00:50:35my ID but it&#39;s coming and so they let me,00:50:31,my ID but it&#39;s coming and so they let me
00:50:33 - 00:50:37go to the boot camp that&#39;s not going to,00:50:33,go to the boot camp that&#39;s not going to
00:50:35 - 00:50:40work now okay so I&#39;ve learned that,00:50:35,work now okay so I&#39;ve learned that
00:50:37 - 00:50:42lesson so then I get this job selling,00:50:37,lesson so then I get this job selling
00:50:40 - 00:50:45stuff door too um across the country and,00:50:40,stuff door too um across the country and
00:50:42 - 00:50:51so I&#39;ve been to all 50 states again I&#39;m,00:50:42,so I&#39;ve been to all 50 states again I&#39;m
00:50:45 - 00:50:53third 14 years old um so I did that at,00:50:45,third 14 years old um so I did that at
00:50:51 - 00:50:56while I&#39;m doing that one of the places,00:50:51,while I&#39;m doing that one of the places
00:50:53 - 00:50:58I&#39;m at I&#39;m in Oklahoma M and I&#39;ve,00:50:53,I&#39;m at I&#39;m in Oklahoma M and I&#39;ve
00:50:56 - 00:51:00decided I&#39;m going to stay here because,00:50:56,decided I&#39;m going to stay here because
00:50:58 - 00:51:04of meeting these ladies that you&#39;re,00:50:58,of meeting these ladies that you&#39;re
00:51:00 - 00:51:06talking about and that,00:51:00,talking about and that
00:51:04 - 00:51:09situation I don&#39;t know at the time why,00:51:04,situation I don&#39;t know at the time why
00:51:06 - 00:51:11that&#39;s important in my life or why it&#39;s,00:51:06,that&#39;s important in my life or why it&#39;s
00:51:09 - 00:51:14something I should be doing or any of,00:51:09,something I should be doing or any of
00:51:11 - 00:51:16that but now later on it certainly helps,00:51:11,that but now later on it certainly helps
00:51:14 - 00:51:20me in formulating Money Mike for Friday,00:51:14,me in formulating Money Mike for Friday
00:51:16 - 00:51:21after next and uh pimp name slickback uh,00:51:16,after next and uh pimp name slickback uh
00:51:20 - 00:51:25for The,00:51:20,for The
00:51:21 - 00:51:27Boondocks San Oklahoma so San Francisco,00:51:21,Boondocks San Oklahoma so San Francisco
00:51:25 - 00:51:28Oklahoma Sacramento from Florida you,00:51:25,Oklahoma Sacramento from Florida you
00:51:27 - 00:51:32moved to the West,00:51:27,moved to the West
00:51:28 - 00:51:34Coast after so you traveling when did,00:51:28,Coast after so you traveling when did
00:51:32 - 00:51:39you set up shop on the west,00:51:32,you set up shop on the west
00:51:34 - 00:51:39coast how old were you been so I I guess,00:51:34,coast how old were you been so I I guess
00:51:40 - 00:51:49I&#39;m uh 18 or younger and I,00:51:40,I&#39;m uh 18 or younger and I
00:51:45 - 00:51:52um once I have my once I have a child I,00:51:45,um once I have my once I have a child I
00:51:49 - 00:51:54realized that um I can&#39;t it&#39;s a lot of,00:51:49,realized that um I can&#39;t it&#39;s a lot of
00:51:52 - 00:51:56things that I could use to make money,00:51:52,things that I could use to make money
00:51:54 - 00:51:59that now,00:51:54,that now
00:51:56 - 00:52:02is a nogo so anything with Street,00:51:56,is a nogo so anything with Street
00:51:59 - 00:52:07aspirations that I might have thought,00:51:59,aspirations that I might have thought
00:52:02 - 00:52:10about pursuing or being good at um I now,00:52:02,about pursuing or being good at um I now
00:52:07 - 00:52:12am a single parent and I got to redo,00:52:07,am a single parent and I got to redo
00:52:10 - 00:52:15these things so I need comedy to really,00:52:10,these things so I need comedy to really
00:52:12 - 00:52:18work out for me and me and God go into,00:52:12,work out for me and me and God go into
00:52:15 - 00:52:21um extreme conversation where I&#39;m,00:52:15,um extreme conversation where I&#39;m
00:52:18 - 00:52:23explaining to him that I&#39;m a crash out,00:52:18,explaining to him that I&#39;m a crash out
00:52:21 - 00:52:26dummy if he don&#39;t send me a Lifeline,00:52:21,dummy if he don&#39;t send me a Lifeline
00:52:23 - 00:52:29like I need something I can hold on,00:52:23,like I need something I can hold on
00:52:26 - 00:52:31too before I had left Florida I did,00:52:26,too before I had left Florida I did
00:52:29 - 00:52:33stand up one time cuz we was trying to,00:52:29,stand up one time cuz we was trying to
00:52:31 - 00:52:35get in the club I didn&#39;t have ID so I,00:52:31,get in the club I didn&#39;t have ID so I
00:52:33 - 00:52:37said I was a comedian they end up having,00:52:33,said I was a comedian they end up having
00:52:35 - 00:52:40me do five minutes but I kept that in my,00:52:35,me do five minutes but I kept that in my
00:52:37 - 00:52:42head that I had done that when we get to,00:52:37,head that I had done that when we get to
00:52:40 - 00:52:46Oklahoma they&#39;re having a competition,00:52:40,Oklahoma they&#39;re having a competition
00:52:42 - 00:52:49for standup and if you win you get to go,00:52:42,for standup and if you win you get to go
00:52:46 - 00:52:52out on the road with uh Jeff Foxworthy,00:52:46,out on the road with uh Jeff Foxworthy
00:52:49 - 00:52:55and Dan Whitney who is Larry the Cable,00:52:49,and Dan Whitney who is Larry the Cable
00:52:52 - 00:52:58Guy and Richard Jenny and these great,00:52:52,Guy and Richard Jenny and these great
00:52:55 - 00:53:02Comics you get to open for them and once,00:52:55,Comics you get to open for them and once
00:52:58 - 00:53:05I did that I realized okay as a comedian,00:52:58,I did that I realized okay as a comedian
00:53:02 - 00:53:08I&#39;m like way behind schedule I done,00:53:02,I&#39;m like way behind schedule I done
00:53:05 - 00:53:10started this too late all the funny guys,00:53:05,started this too late all the funny guys
00:53:08 - 00:53:13are already funny and known names like,00:53:08,are already funny and known names like
00:53:10 - 00:53:16how am I going to progress so I realized,00:53:10,how am I going to progress so I realized
00:53:13 - 00:53:19that I I I do better with a white,00:53:13,that I I I do better with a white
00:53:16 - 00:53:21audience than I do with a black audience,00:53:16,audience than I do with a black audience
00:53:19 - 00:53:23and I&#39;m not sure why that&#39;s occurring,00:53:19,and I&#39;m not sure why that&#39;s occurring
00:53:21 - 00:53:25okay but the white audience likes me,00:53:21,okay but the white audience likes me
00:53:23 - 00:53:28more that&#39;s that&#39;s interesting,00:53:23,more that&#39;s that&#39;s interesting
00:53:25 - 00:53:31so when I moov to Sacramento it&#39;s,00:53:25,so when I moov to Sacramento it&#39;s
00:53:28 - 00:53:34because Sacramento has a white and a,00:53:28,because Sacramento has a white and a
00:53:31 - 00:53:37black audience almost 5050 that&#39;s almost,00:53:31,black audience almost 5050 that&#39;s almost
00:53:34 - 00:53:39the makeup of Sacramento so I live in,00:53:34,the makeup of Sacramento so I live in
00:53:37 - 00:53:42Sacramento for 2 years until I get to,00:53:37,Sacramento for 2 years until I get to
00:53:39 - 00:53:46the point where I am equally as funny if,00:53:39,the point where I am equally as funny if
00:53:42 - 00:53:49the room is black as I am if the room is,00:53:42,the room is black as I am if the room is
00:53:46 - 00:53:52white okay that&#39;s not enough now I need,00:53:46,white okay that&#39;s not enough now I need
00:53:49 - 00:53:54to be one of the good ones when it comes,00:53:49,to be one of the good ones when it comes
00:53:52 - 00:53:56to Black Comics so now I have to move to,00:53:52,to Black Comics so now I have to move to
00:53:54 - 00:54:01Oakland and that&#39;s what lands me in,00:53:54,Oakland and that&#39;s what lands me in
00:53:56 - 00:54:05Oakland for 3 years once I have,00:53:56,Oakland for 3 years once I have
00:54:01 - 00:54:08dominated uh male black comedy in,00:54:01,dominated uh male black comedy in
00:54:05 - 00:54:12Oakland to,00:54:05,Oakland to
00:54:08 - 00:54:14my liking now I&#39;m prepared to go to Los,00:54:08,my liking now I&#39;m prepared to go to Los
00:54:12 - 00:54:16Angeles now now I know you can&#39;t throw,00:54:12,Angeles now now I know you can&#39;t throw
00:54:14 - 00:54:18me any curve balls if it&#39;s a white,00:54:14,me any curve balls if it&#39;s a white
00:54:16 - 00:54:20audience if it&#39;s a black audience no,00:54:16,audience if it&#39;s a black audience no
00:54:18 - 00:54:22matter what they are I&#39;m prepared to,00:54:18,matter what they are I&#39;m prepared to
00:54:20 - 00:54:25deal with all of the,00:54:20,deal with all of the
00:54:22 - 00:54:26audiences do you write jokes Accord to,00:54:22,audiences do you write jokes Accord to
00:54:25 - 00:54:30the audience that you&#39;re going to be in,00:54:25,the audience that you&#39;re going to be in
00:54:26 - 00:54:33front of or or is your joke,00:54:26,front of or or is your joke
00:54:30 - 00:54:36Universal well in in the beginning I,00:54:30,Universal well in in the beginning I
00:54:33 - 00:54:38part of my framework is that I&#39;m,00:54:33,part of my framework is that I&#39;m
00:54:36 - 00:54:41tailoring every show to this audience,00:54:36,tailoring every show to this audience
00:54:38 - 00:54:43okay and that&#39;s how I was able to show,00:54:38,okay and that&#39;s how I was able to show
00:54:41 - 00:54:46my range and show that I was better than,00:54:41,my range and show that I was better than
00:54:43 - 00:54:49my competitors is that I&#39;m Cat Williams,00:54:43,my competitors is that I&#39;m Cat Williams
00:54:46 - 00:54:52but I was still doing clean comedy so I,00:54:46,but I was still doing clean comedy so I
00:54:49 - 00:54:55was still going to churches and doing 45,00:54:49,was still going to churches and doing 45
00:54:52 - 00:54:58minutes of stand up at the church with,00:54:52,minutes of stand up at the church with
00:54:55 - 00:55:00no curse words no sex drug material no,00:54:55,no curse words no sex drug material no
00:54:58 - 00:55:03none of that just straight standup and,00:54:58,none of that just straight standup and
00:55:00 - 00:55:05then I was doing everything else and I,00:55:00,then I was doing everything else and I
00:55:03 - 00:55:10and the regular Club yeah that was that,00:55:03,and the regular Club yeah that was that
00:55:05 - 00:55:14was the range is that where when in Rome,00:55:05,was the range is that where when in Rome
00:55:10 - 00:55:17do as the Romans do so um that&#39;s how I,00:55:10,do as the Romans do so um that&#39;s how I
00:55:14 - 00:55:21started um but as you begin to get,00:55:14,started um but as you begin to get
00:55:17 - 00:55:23better you begin to be able to speak to,00:55:17,better you begin to be able to speak to
00:55:21 - 00:55:25your entire fan base and that&#39;s really,00:55:21,your entire fan base and that&#39;s really
00:55:23 - 00:55:29what&#39;s been helpful is that I&#39;ve been,00:55:23,what&#39;s been helpful is that I&#39;ve been
00:55:25 - 00:55:32having the same conversation with my fan,00:55:25,having the same conversation with my fan
00:55:29 - 00:55:35base for 12 comedy,00:55:29,base for 12 comedy
00:55:32 - 00:55:38specials is that what set Cat Williams,00:55:32,specials is that what set Cat Williams
00:55:35 - 00:55:41apart is your range is that you can do a,00:55:35,apart is your range is that you can do a
00:55:38 - 00:55:44comedy do 45 minutes in the church I can,00:55:38,comedy do 45 minutes in the church I can
00:55:41 - 00:55:47go to a comedy club in front of 250 or I,00:55:41,go to a comedy club in front of 250 or I
00:55:44 - 00:55:47can go into arena with,00:55:44,can go into arena with
"00:55:48 - 00:55:5415,000 that&#39;s range cuz everybody can&#39;t",00:55:48,"15,000 that&#39;s range cuz everybody can&#39;t"
00:55:50 - 00:55:56do that cat well if that&#39;s what range is,00:55:50,do that cat well if that&#39;s what range is
00:55:54 - 00:56:00called then then then yeah it&#39;s range,00:55:54,called then then then yeah it&#39;s range
00:55:56 - 00:56:02but I I like the people I&#39;m talking to,00:55:56,but I I like the people I&#39;m talking to
00:56:00 - 00:56:05you see what I&#39;m saying so it&#39;s not it&#39;s,00:56:00,you see what I&#39;m saying so it&#39;s not it&#39;s
00:56:02 - 00:56:07not like um it can&#39;t be,00:56:02,not like um it can&#39;t be
00:56:05 - 00:56:09condescending because I&#39;m talking to my,00:56:05,condescending because I&#39;m talking to my
00:56:07 - 00:56:12white male friend when I&#39;m telling that,00:56:07,white male friend when I&#39;m telling that
00:56:09 - 00:56:14white joke right when I&#39;m talking about,00:56:09,white joke right when I&#39;m talking about
00:56:12 - 00:56:16this joke about this black lady I know,00:56:12,this joke about this black lady I know
00:56:14 - 00:56:19that black lady that&#39;s who I&#39;m talking,00:56:14,that black lady that&#39;s who I&#39;m talking
00:56:16 - 00:56:21to I&#39;m I&#39;m I&#39;m I&#39;m speaking to this fan,00:56:16,to I&#39;m I&#39;m I&#39;m I&#39;m speaking to this fan
00:56:19 - 00:56:23base that I&#39;ve been speaking to from the,00:56:19,base that I&#39;ve been speaking to from the
00:56:21 - 00:56:25beginning I already told him what I was,00:56:21,beginning I already told him what I was
00:56:23 - 00:56:26on when I first came in told them they,00:56:23,on when I first came in told them they
00:56:25 - 00:56:28was going to come after me they was,00:56:25,was going to come after me they was
00:56:26 - 00:56:30going to cancel me they was going to say,00:56:26,going to cancel me they was going to say
00:56:28 - 00:56:33terrible things about me and try to mess,00:56:28,terrible things about me and try to mess
00:56:30 - 00:56:36my life up I I said that coming in to,00:56:30,my life up I I said that coming in to
00:56:33 - 00:56:38stand up I&#39;m I&#39;m saying it in my so you,00:56:33,stand up I&#39;m I&#39;m saying it in my so you
00:56:36 - 00:56:40knew it was going to be it has to be I,00:56:36,knew it was going to be it has to be I
00:56:38 - 00:56:42know I&#39;m going into the belly of the,00:56:38,know I&#39;m going into the belly of the
00:56:40 - 00:56:44Beast how could I be naive I know that,00:56:40,Beast how could I be naive I know that
00:56:42 - 00:56:46I&#39;m going into Satan&#39;s playground but,00:56:42,I&#39;m going into Satan&#39;s playground but
00:56:44 - 00:56:49I&#39;m trying to be so good that you got to,00:56:44,I&#39;m trying to be so good that you got to
00:56:46 - 00:56:52bring me in so close that I can see,00:56:46,bring me in so close that I can see
00:56:49 - 00:56:55who&#39;s doing what and what&#39;s going on in,00:56:49,who&#39;s doing what and what&#39;s going on in
00:56:52 - 00:56:58there in San Francisco you join the,00:56:52,there in San Francisco you join the
00:56:55 - 00:57:00nation I was ever in San Francisco I was,00:56:55,nation I was ever in San Francisco I was
